Reporting level,Province/territory,Indicator,Metric,Data year,Unit of measurement,Indicator result
National,Canada,MRI Scan,Volume,2020Q3Q4,Number of cases,"632,284"
National,Canada,Prostate Cancer Surgery,50thpercentile,2020Q3Q4,Days,35
National,Canada,Prostate Cancer Surgery,90thpercentile,2020Q3Q4,Days,90
National,Canada,Prostate Cancer Surgery,Volume,2020Q3Q4,Number of cases,"3,611"
National,Canada,Radiation Therapy,% meeting benchmark,2020Q3Q4,Proportion,98
National,Canada,Radiation Therapy,50thpercentile,2020Q3Q4,Days,10
National,Canada,Radiation Therapy,90thpercentile,2020Q3Q4,Days,19
National,Canada,Radiation Therapy,Volume,2020Q3Q4,Number of cases,"34,233"
Provincial,Alberta,Bladder Cancer Surgery,50thpercentile,2021FY,Days,25
Provincial,Alberta,Bladder Cancer Surgery,90thpercentile,2021FY,Days,65
Provincial,Alberta,Bladder Cancer Surgery,Volume,2021FY,Number of cases,"2,136"
Provincial,Alberta,Breast Cancer Surgery,50thpercentile,2021FY,Days,18
Provincial,Alberta,Breast Cancer Surgery,90thpercentile,2021FY,Days,38
Provincial,Alberta,Breast Cancer Surgery,Volume,2021FY,Number of cases,"3,525"
Provincial,Alberta,CABG,50thpercentile,2021FY,Days,6
Provincial,Alberta,CABG,90thpercentile,2021FY,Days,65
Provincial,Alberta,CABG,Volume,2021FY,Number of cases,870
Provincial,Alberta,Cataract Surgery,% meeting benchmark,2021FY,Proportion,65
Provincial,Alberta,Cataract Surgery,50thpercentile,2021FY,Days,71
Provincial,Alberta,Cataract Surgery,90thpercentile,2021FY,Days,263
Provincial,Alberta,Cataract Surgery,Volume,2021FY,Number of cases,"30,488"
Provincial,Alberta,Colorectal Cancer Surgery,50thpercentile,2021FY,Days,22
Provincial,Alberta,Colorectal Cancer Surgery,90thpercentile,2021FY,Days,55
Provincial,Alberta,Colorectal Cancer Surgery,Volume,2021FY,Number of cases,"1,384"
Provincial,Alberta,CT Scan,50thpercentile,2021FY,Days,12
Provincial,Alberta,CT Scan,90thpercentile,2021FY,Days,86
Provincial,Alberta,CT Scan,Volume,2021FY,Number of cases,"167,996"
Provincial,Alberta,Hip Replacement,% meeting benchmark,2021FY,Proportion,51
Provincial,Alberta,Hip Replacement,50thpercentile,2021FY,Days,179
Provincial,Alberta,Hip Replacement,90thpercentile,2021FY,Days,427
Provincial,Alberta,Hip Replacement,Volume,2021FY,Number of cases,"3,988"
Provincial,Alberta,Knee Replacement,% meeting benchmark,2021FY,Proportion,40
Provincial,Alberta,Knee Replacement,50thpercentile,2021FY,Days,218
Provincial,Alberta,Knee Replacement,90thpercentile,2021FY,Days,484
Provincial,Alberta,Knee Replacement,Volume,2021FY,Number of cases,"5,222"
Provincial,Alberta,Lung Cancer Surgery,50thpercentile,2021FY,Days,29
Provincial,Alberta,Lung Cancer Surgery,90thpercentile,2021FY,Days,62
Provincial,Alberta,Lung Cancer Surgery,Volume,2021FY,Number of cases,731
Provincial,Alberta,MRI Scan,50thpercentile,2021FY,Days,41
Provincial,Alberta,MRI Scan,90thpercentile,2021FY,Days,223
Provincial,Alberta,MRI Scan,Volume,2021FY,Number of cases,"138,823"
Provincial,Alberta,Prostate Cancer Surgery,50thpercentile,2021FY,Days,67
Provincial,Alberta,Prostate Cancer Surgery,90thpercentile,2021FY,Days,148
Provincial,Alberta,Prostate Cancer Surgery,Volume,2021FY,Number of cases,944
Provincial,Alberta,Radiation Therapy,% meeting benchmark,2021FY,Proportion,99
Provincial,Alberta,Radiation Therapy,50thpercentile,2021FY,Days,9
Provincial,Alberta,Radiation Therapy,90thpercentile,2021FY,Days,20
Provincial,Alberta,Radiation Therapy,Volume,2021FY,Number of cases,"9,627"
Provincial,British Columbia,Bladder Cancer Surgery,50thpercentile,2021FY,Days,25
Provincial,British Columbia,Bladder Cancer Surgery,90thpercentile,2021FY,Days,58
Provincial,British Columbia,Bladder Cancer Surgery,Volume,2021FY,Number of cases,"3,873"
Provincial,British Columbia,Breast Cancer Surgery,50thpercentile,2021FY,Days,18
Provincial,British Columbia,Breast Cancer Surgery,90thpercentile,2021FY,Days,42
Provincial,British Columbia,Breast Cancer Surgery,Volume,2021FY,Number of cases,"4,576"
Provincial,British Columbia,CABG,50thpercentile,2021FY,Days,6
Provincial,British Columbia,CABG,90thpercentile,2021FY,Days,72
Provincial,British Columbia,CABG,Volume,2021FY,Number of cases,"1,814"
Provincial,British Columbia,Cataract Surgery,% meeting benchmark,2021FY,Proportion,77
Provincial,British Columbia,Cataract Surgery,50thpercentile,2021FY,Days,45
Provincial,British Columbia,Cataract Surgery,90thpercentile,2021FY,Days,203
Provincial,British Columbia,Cataract Surgery,Volume,2021FY,Number of cases,"74,865"
Provincial,British Columbia,Colorectal Cancer Surgery,50thpercentile,2021FY,Days,19
Provincial,British Columbia,Colorectal Cancer Surgery,90thpercentile,2021FY,Days,45
Provincial,British Columbia,Colorectal Cancer Surgery,Volume,2021FY,Number of cases,"1,791"
Provincial,British Columbia,CT Scan,50thpercentile,2021FY,Days,22
Provincial,British Columbia,CT Scan,90thpercentile,2021FY,Days,101
Provincial,British Columbia,CT Scan,Volume,2021FY,Number of cases,"290,956"
Provincial,British Columbia,Hip Replacement,% meeting benchmark,2021FY,Proportion,71
Provincial,British Columbia,Hip Replacement,50thpercentile,2021FY,Days,113
Provincial,British Columbia,Hip Replacement,90thpercentile,2021FY,Days,295
Provincial,British Columbia,Hip Replacement,Volume,2021FY,Number of cases,"6,603"
Provincial,British Columbia,Knee Replacement,% meeting benchmark,2021FY,Proportion,67
Provincial,British Columbia,Knee Replacement,50thpercentile,2021FY,Days,132
Provincial,British Columbia,Knee Replacement,90thpercentile,2021FY,Days,350
Provincial,British Columbia,Knee Replacement,Volume,2021FY,Number of cases,"8,727"
Provincial,British Columbia,Lung Cancer Surgery,50thpercentile,2021FY,Days,21
Provincial,British Columbia,Lung Cancer Surgery,90thpercentile,2021FY,Days,49
Provincial,British Columbia,Lung Cancer Surgery,Volume,2021FY,Number of cases,982
Provincial,British Columbia,MRI Scan,50thpercentile,2021FY,Days,43
Provincial,British Columbia,MRI Scan,90thpercentile,2021FY,Days,128
Provincial,British Columbia,MRI Scan,Volume,2021FY,Number of cases,"191,397"
Provincial,British Columbia,Prostate Cancer Surgery,50thpercentile,2021FY,Days,37
Provincial,British Columbia,Prostate Cancer Surgery,90thpercentile,2021FY,Days,104
Provincial,British Columbia,Prostate Cancer Surgery,Volume,2021FY,Number of cases,959
Provincial,British Columbia,Radiation Therapy,% meeting benchmark,2021FY,Proportion,88
Provincial,British Columbia,Radiation Therapy,50thpercentile,2021FY,Days,13
Provincial,British Columbia,Radiation Therapy,90thpercentile,2021FY,Days,31
Provincial,British Columbia,Radiation Therapy,Volume,2021FY,Number of cases,"12,802"
Provincial,Manitoba,Bladder Cancer Surgery,50thpercentile,2021FY,Days,n/a
Provincial,Manitoba,Bladder Cancer Surgery,90thpercentile,2021FY,Days,n/a
Provincial,Manitoba,Bladder Cancer Surgery,Volume,2021FY,Number of cases,n/a
Provincial,Manitoba,Breast Cancer Surgery,50thpercentile,2021FY,Days,22
Provincial,Manitoba,Breast Cancer Surgery,90thpercentile,2021FY,Days,59
Provincial,Manitoba,Breast Cancer Surgery,Volume,2021FY,Number of cases,708
Provincial,Manitoba,CABG,50thpercentile,2021FY,Days,7
Provincial,Manitoba,CABG,90thpercentile,2021FY,Days,78
Provincial,Manitoba,CABG,Volume,2021FY,Number of cases,302
Provincial,Manitoba,Cataract Surgery,% meeting benchmark,2021FY,Proportion,59
Provincial,Manitoba,Cataract Surgery,50thpercentile,2021FY,Days,78
Provincial,Manitoba,Cataract Surgery,90thpercentile,2021FY,Days,409
Provincial,Manitoba,Cataract Surgery,Volume,2021FY,Number of cases,"11,727"
Provincial,Manitoba,Colorectal Cancer Surgery,50thpercentile,2021FY,Days,n/a
Provincial,Manitoba,Colorectal Cancer Surgery,90thpercentile,2021FY,Days,n/a
Provincial,Manitoba,Colorectal Cancer Surgery,Volume,2021FY,Number of cases,n/a
Provincial,Manitoba,CT Scan,50thpercentile,2021FY,Days,29
Provincial,Manitoba,CT Scan,90thpercentile,2021FY,Days,115
Provincial,Manitoba,CT Scan,Volume,2021FY,Number of cases,"113,096"
Provincial,Manitoba,Hip Replacement,% meeting benchmark,2021FY,Proportion,51
Provincial,Manitoba,Hip Replacement,50thpercentile,2021FY,Days,179
Provincial,Manitoba,Hip Replacement,90thpercentile,2021FY,Days,478
Provincial,Manitoba,Hip Replacement,Volume,2021FY,Number of cases,"1,464"
Provincial,Manitoba,Knee Replacement,% meeting benchmark,2021FY,Proportion,35
Provincial,Manitoba,Knee Replacement,50thpercentile,2021FY,Days,277
Provincial,Manitoba,Knee Replacement,90thpercentile,2021FY,Days,599
Provincial,Manitoba,Knee Replacement,Volume,2021FY,Number of cases,"2,056"
Provincial,Manitoba,Lung Cancer Surgery,50thpercentile,2021FY,Days,19
Provincial,Manitoba,Lung Cancer Surgery,90thpercentile,2021FY,Days,46
Provincial,Manitoba,Lung Cancer Surgery,Volume,2021FY,Number of cases,245
Provincial,Manitoba,MRI Scan,50thpercentile,2021FY,Days,70
Provincial,Manitoba,MRI Scan,90thpercentile,2021FY,Days,203
Provincial,Manitoba,MRI Scan,Volume,2021FY,Number of cases,"74,313"
Provincial,Manitoba,Prostate Cancer Surgery,50thpercentile,2021FY,Days,n/a
Provincial,Manitoba,Prostate Cancer Surgery,90thpercentile,2021FY,Days,n/a
Provincial,Manitoba,Prostate Cancer Surgery,Volume,2021FY,Number of cases,n/a
Provincial,Manitoba,Radiation Therapy,% meeting benchmark,2021FY,Proportion,100
Provincial,Manitoba,Radiation Therapy,50thpercentile,2021FY,Days,14
Provincial,Manitoba,Radiation Therapy,90thpercentile,2021FY,Days,23
Provincial,Manitoba,Radiation Therapy,Volume,2021FY,Number of cases,"3,595"
Provincial,New Brunswick,Bladder Cancer Surgery,50thpercentile,2021FY,Days,26
Provincial,New Brunswick,Bladder Cancer Surgery,90thpercentile,2021FY,Days,62
Provincial,New Brunswick,Bladder Cancer Surgery,Volume,2021FY,Number of cases,529
Provincial,New Brunswick,Breast Cancer Surgery,50thpercentile,2021FY,Days,22
Provincial,New Brunswick,Breast Cancer Surgery,90thpercentile,2021FY,Days,42
Provincial,New Brunswick,Breast Cancer Surgery,Volume,2021FY,Number of cases,751
Provincial,New Brunswick,CABG,50thpercentile,2021FY,Days,9
Provincial,New Brunswick,CABG,90thpercentile,2021FY,Days,193
Provincial,New Brunswick,CABG,Volume,2021FY,Number of cases,405
Provincial,New Brunswick,Cataract Surgery,% meeting benchmark,2021FY,Proportion,68
Provincial,New Brunswick,Cataract Surgery,50thpercentile,2021FY,Days,58
Provincial,New Brunswick,Cataract Surgery,90thpercentile,2021FY,Days,236
Provincial,New Brunswick,Cataract Surgery,Volume,2021FY,Number of cases,"10,467"
Provincial,New Brunswick,Colorectal Cancer Surgery,50thpercentile,2021FY,Days,22
Provincial,New Brunswick,Colorectal Cancer Surgery,90thpercentile,2021FY,Days,50
Provincial,New Brunswick,Colorectal Cancer Surgery,Volume,2021FY,Number of cases,448
Provincial,New Brunswick,CT Scan,50thpercentile,2021FY,Days,n/a
Provincial,New Brunswick,CT Scan,90thpercentile,2021FY,Days,n/a
Provincial,New Brunswick,CT Scan,Volume,2021FY,Number of cases,n/a
Provincial,New Brunswick,Hip Replacement,% meeting benchmark,2021FY,Proportion,51
Provincial,New Brunswick,Hip Replacement,50thpercentile,2021FY,Days,178
Provincial,New Brunswick,Hip Replacement,90thpercentile,2021FY,Days,475
Provincial,New Brunswick,Hip Replacement,Volume,2021FY,Number of cases,950
Provincial,New Brunswick,Knee Replacement,% meeting benchmark,2021FY,Proportion,42
Provincial,New Brunswick,Knee Replacement,50thpercentile,2021FY,Days,217
Provincial,New Brunswick,Knee Replacement,90thpercentile,2021FY,Days,518
Provincial,New Brunswick,Knee Replacement,Volume,2021FY,Number of cases,"1,488"
Provincial,New Brunswick,Lung Cancer Surgery,50thpercentile,2021FY,Days,26
Provincial,New Brunswick,Lung Cancer Surgery,90thpercentile,2021FY,Days,54
Provincial,New Brunswick,Lung Cancer Surgery,Volume,2021FY,Number of cases,135
Provincial,New Brunswick,MRI Scan,50thpercentile,2021FY,Days,n/a
Provincial,New Brunswick,MRI Scan,90thpercentile,2021FY,Days,n/a
Provincial,New Brunswick,MRI Scan,Volume,2021FY,Number of cases,n/a
Provincial,New Brunswick,Prostate Cancer Surgery,50thpercentile,2021FY,Days,33
Provincial,New Brunswick,Prostate Cancer Surgery,90thpercentile,2021FY,Days,69
Provincial,New Brunswick,Prostate Cancer Surgery,Volume,2021FY,Number of cases,171
Provincial,New Brunswick,Radiation Therapy,% meeting benchmark,2021FY,Proportion,97
Provincial,New Brunswick,Radiation Therapy,50thpercentile,2021FY,Days,12
Provincial,New Brunswick,Radiation Therapy,90thpercentile,2021FY,Days,27
Provincial,New Brunswick,Radiation Therapy,Volume,2021FY,Number of cases,"2,282"
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,50thpercentile,2021FY,Days,22
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,90thpercentile,2021FY,Days,50
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,Volume,2021FY,Number of cases,276
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,50thpercentile,2021FY,Days,15
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,90thpercentile,2021FY,Days,30
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,Volume,2021FY,Number of cases,395
Provincial,Newfoundland and Labrador,CABG,50thpercentile,2021FY,Days,13
Provincial,Newfoundland and Labrador,CABG,90thpercentile,2021FY,Days,255
Provincial,Newfoundland and Labrador,CABG,Volume,2021FY,Number of cases,385
Provincial,Newfoundland and Labrador,Cataract Surgery,% meeting benchmark,2021FY,Proportion,39
Provincial,Newfoundland and Labrador,Cataract Surgery,50thpercentile,2021FY,Days,143
Provincial,Newfoundland and Labrador,Cataract Surgery,90thpercentile,2021FY,Days,295
Provincial,Newfoundland and Labrador,Cataract Surgery,Volume,2021FY,Number of cases,"2,058"
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,50thpercentile,2021FY,Days,14
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,90thpercentile,2021FY,Days,33
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,Volume,2021FY,Number of cases,328
Provincial,Newfoundland and Labrador,CT Scan,50thpercentile,2021FY,Days,n/a
Provincial,Newfoundland and Labrador,CT Scan,90thpercentile,2021FY,Days,n/a
Provincial,Newfoundland and Labrador,CT Scan,Volume,2021FY,Number of cases,"90,533"
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,% meeting benchmark,2021FY,Proportion,97
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,50thpercentile,2021FY,Hours,22
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,90thpercentile,2021FY,Hours,42
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,Volume,2021FY,Number of cases,388
Provincial,Newfoundland and Labrador,Hip Replacement,% meeting benchmark,2021FY,Proportion,55
Provincial,Newfoundland and Labrador,Hip Replacement,50thpercentile,2021FY,Days,169
Provincial,Newfoundland and Labrador,Hip Replacement,90thpercentile,2021FY,Days,458
Provincial,Newfoundland and Labrador,Hip Replacement,Volume,2021FY,Number of cases,427
Provincial,Newfoundland and Labrador,Knee Replacement,% meeting benchmark,2021FY,Proportion,41
Provincial,Newfoundland and Labrador,Knee Replacement,50thpercentile,2021FY,Days,216
Provincial,Newfoundland and Labrador,Knee Replacement,90thpercentile,2021FY,Days,598
Provincial,Newfoundland and Labrador,Knee Replacement,Volume,2021FY,Number of cases,608
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,50thpercentile,2021FY,Days,17
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,90thpercentile,2021FY,Days,32
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,Volume,2021FY,Number of cases,59
Provincial,Newfoundland and Labrador,MRI Scan,50thpercentile,2021FY,Days,n/a
Provincial,Newfoundland and Labrador,MRI Scan,90thpercentile,2021FY,Days,n/a
Provincial,Newfoundland and Labrador,MRI Scan,Volume,2021FY,Number of cases,"20,195"
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,50thpercentile,2021FY,Days,43
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,90thpercentile,2021FY,Days,85
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,Volume,2021FY,Number of cases,138
Provincial,Newfoundland and Labrador,Radiation Therapy,% meeting benchmark,2021FY,Proportion,98
Provincial,Newfoundland and Labrador,Radiation Therapy,50thpercentile,2021FY,Days,15
Provincial,Newfoundland and Labrador,Radiation Therapy,90thpercentile,2021FY,Days,22
Provincial,Newfoundland and Labrador,Radiation Therapy,Volume,2021FY,Number of cases,"1,075"
Provincial,Nova Scotia,Bladder Cancer Surgery,50thpercentile,2021FY,Days,29
Provincial,Nova Scotia,Bladder Cancer Surgery,90thpercentile,2021FY,Days,90
Provincial,Nova Scotia,Bladder Cancer Surgery,Volume,2021FY,Number of cases,803
Provincial,Nova Scotia,Breast Cancer Surgery,50thpercentile,2021FY,Days,17
Provincial,Nova Scotia,Breast Cancer Surgery,90thpercentile,2021FY,Days,41
Provincial,Nova Scotia,Breast Cancer Surgery,Volume,2021FY,Number of cases,914
Provincial,Nova Scotia,CABG,50thpercentile,2021FY,Days,7
Provincial,Nova Scotia,CABG,90thpercentile,2021FY,Days,78
Provincial,Nova Scotia,CABG,Volume,2021FY,Number of cases,325
Provincial,Nova Scotia,Cataract Surgery,% meeting benchmark,2021FY,Proportion,67
Provincial,Nova Scotia,Cataract Surgery,50thpercentile,2021FY,Days,82
Provincial,Nova Scotia,Cataract Surgery,90thpercentile,2021FY,Days,256
Provincial,Nova Scotia,Cataract Surgery,Volume,2021FY,Number of cases,"8,241"
Provincial,Nova Scotia,Colorectal Cancer Surgery,50thpercentile,2021FY,Days,22
Provincial,Nova Scotia,Colorectal Cancer Surgery,90thpercentile,2021FY,Days,50
Provincial,Nova Scotia,Colorectal Cancer Surgery,Volume,2021FY,Number of cases,513
Provincial,Nova Scotia,CT Scan,50thpercentile,2021FY,Days,32
Provincial,Nova Scotia,CT Scan,90thpercentile,2021FY,Days,150
Provincial,Nova Scotia,CT Scan,Volume,2021FY,Number of cases,"80,988"
Provincial,Nova Scotia,Hip Replacement,% meeting benchmark,2021FY,Proportion,59
Provincial,Nova Scotia,Hip Replacement,50thpercentile,2021FY,Days,152
Provincial,Nova Scotia,Hip Replacement,90thpercentile,2021FY,Days,588
Provincial,Nova Scotia,Hip Replacement,Volume,2021FY,Number of cases,"1,089"
Provincial,Nova Scotia,Knee Replacement,% meeting benchmark,2021FY,Proportion,51
Provincial,Nova Scotia,Knee Replacement,50thpercentile,2021FY,Days,177
Provincial,Nova Scotia,Knee Replacement,90thpercentile,2021FY,Days,643
Provincial,Nova Scotia,Knee Replacement,Volume,2021FY,Number of cases,"1,589"
Provincial,Nova Scotia,Lung Cancer Surgery,50thpercentile,2021FY,Days,20
Provincial,Nova Scotia,Lung Cancer Surgery,90thpercentile,2021FY,Days,65
Provincial,Nova Scotia,Lung Cancer Surgery,Volume,2021FY,Number of cases,369
Provincial,Nova Scotia,MRI Scan,50thpercentile,2021FY,Days,90
Provincial,Nova Scotia,MRI Scan,90thpercentile,2021FY,Days,289
Provincial,Nova Scotia,MRI Scan,Volume,2021FY,Number of cases,"25,479"
Provincial,Nova Scotia,Prostate Cancer Surgery,50thpercentile,2021FY,Days,83
Provincial,Nova Scotia,Prostate Cancer Surgery,90thpercentile,2021FY,Days,147
Provincial,Nova Scotia,Prostate Cancer Surgery,Volume,2021FY,Number of cases,236
Provincial,Nova Scotia,Radiation Therapy,% meeting benchmark,2021FY,Proportion,83
Provincial,Nova Scotia,Radiation Therapy,50thpercentile,2021FY,Days,15
Provincial,Nova Scotia,Radiation Therapy,90thpercentile,2021FY,Days,35
Provincial,Nova Scotia,Radiation Therapy,Volume,2021FY,Number of cases,"3,207"
Provincial,Ontario,Bladder Cancer Surgery,50thpercentile,2021FY,Days,23
Provincial,Ontario,Bladder Cancer Surgery,90thpercentile,2021FY,Days,66
Provincial,Ontario,Bladder Cancer Surgery,Volume,2021FY,Number of cases,"11,126"
Provincial,Ontario,Breast Cancer Surgery,50thpercentile,2021FY,Days,17
Provincial,Ontario,Breast Cancer Surgery,90thpercentile,2021FY,Days,34
Provincial,Ontario,Breast Cancer Surgery,Volume,2021FY,Number of cases,"12,924"
Provincial,Ontario,CABG,50thpercentile,2021FY,Days,7
Provincial,Ontario,CABG,90thpercentile,2021FY,Days,69
Provincial,Ontario,CABG,Volume,2021FY,Number of cases,"5,389"
Provincial,Ontario,Cataract Surgery,% meeting benchmark,2021FY,Proportion,60
Provincial,Ontario,Cataract Surgery,50thpercentile,2021FY,Days,87
Provincial,Ontario,Cataract Surgery,90thpercentile,2021FY,Days,300
Provincial,Ontario,Cataract Surgery,Volume,2021FY,Number of cases,"109,930"
Provincial,Ontario,Colorectal Cancer Surgery,50thpercentile,2021FY,Days,18
Provincial,Ontario,Colorectal Cancer Surgery,90thpercentile,2021FY,Days,39
Provincial,Ontario,Colorectal Cancer Surgery,Volume,2021FY,Number of cases,"5,072"
Provincial,Ontario,CT Scan,50thpercentile,2021FY,Days,6
Provincial,Ontario,CT Scan,90thpercentile,2021FY,Days,49
Provincial,Ontario,CT Scan,Volume,2021FY,Number of cases,"1,014,129"
Provincial,Ontario,Hip Replacement,% meeting benchmark,2021FY,Proportion,74
Provincial,Ontario,Hip Replacement,50thpercentile,2021FY,Days,104
Provincial,Ontario,Hip Replacement,90thpercentile,2021FY,Days,303
Provincial,Ontario,Hip Replacement,Volume,2021FY,Number of cases,"15,070"
Provincial,Ontario,Knee Replacement,% meeting benchmark,2021FY,Proportion,70
Provincial,Ontario,Knee Replacement,50thpercentile,2021FY,Days,112
Provincial,Ontario,Knee Replacement,90thpercentile,2021FY,Days,363
Provincial,Ontario,Knee Replacement,Volume,2021FY,Number of cases,"23,042"
Provincial,Ontario,Lung Cancer Surgery,50thpercentile,2021FY,Days,20
Provincial,Ontario,Lung Cancer Surgery,90thpercentile,2021FY,Days,43
Provincial,Ontario,Lung Cancer Surgery,Volume,2021FY,Number of cases,"2,869"
Provincial,Ontario,MRI Scan,50thpercentile,2021FY,Days,31
Provincial,Ontario,MRI Scan,90thpercentile,2021FY,Days,124
Provincial,Ontario,MRI Scan,Volume,2021FY,Number of cases,"725,245"
Provincial,Ontario,Prostate Cancer Surgery,50thpercentile,2021FY,Days,41
Provincial,Ontario,Prostate Cancer Surgery,90thpercentile,2021FY,Days,100
Provincial,Ontario,Prostate Cancer Surgery,Volume,2021FY,Number of cases,"2,111"
Provincial,Ontario,Radiation Therapy,% meeting benchmark,2021FY,Proportion,98
Provincial,Ontario,Radiation Therapy,50thpercentile,2021FY,Days,10
Provincial,Ontario,Radiation Therapy,90thpercentile,2021FY,Days,17
Provincial,Ontario,Radiation Therapy,Volume,2021FY,Number of cases,"35,744"
Provincial,Prince Edward Island,Bladder Cancer Surgery,50thpercentile,2021FY,Days,19
Provincial,Prince Edward Island,Bladder Cancer Surgery,90thpercentile,2021FY,Days,46
Provincial,Prince Edward Island,Bladder Cancer Surgery,Volume,2021FY,Number of cases,86
Provincial,Prince Edward Island,Breast Cancer Surgery,50thpercentile,2021FY,Days,16
Provincial,Prince Edward Island,Breast Cancer Surgery,90thpercentile,2021FY,Days,43
Provincial,Prince Edward Island,Breast Cancer Surgery,Volume,2021FY,Number of cases,106
Provincial,Prince Edward Island,CABG,50thpercentile,2021FY,Days,n/a
Provincial,Prince Edward Island,CABG,90thpercentile,2021FY,Days,n/a
Provincial,Prince Edward Island,CABG,Volume,2021FY,Number of cases,n/a
Provincial,Prince Edward Island,Cataract Surgery,% meeting benchmark,2021FY,Proportion,38
Provincial,Prince Edward Island,Cataract Surgery,50thpercentile,2021FY,Days,144
Provincial,Prince Edward Island,Cataract Surgery,90thpercentile,2021FY,Days,339
Provincial,Prince Edward Island,Cataract Surgery,Volume,2021FY,Number of cases,"1,347"
Provincial,Prince Edward Island,Colorectal Cancer Surgery,50thpercentile,2021FY,Days,16
Provincial,Prince Edward Island,Colorectal Cancer Surgery,90thpercentile,2021FY,Days,45
Provincial,Prince Edward Island,Colorectal Cancer Surgery,Volume,2021FY,Number of cases,66
Provincial,Prince Edward Island,CT Scan,50thpercentile,2021FY,Days,27
Provincial,Prince Edward Island,CT Scan,90thpercentile,2021FY,Days,114
Provincial,Prince Edward Island,CT Scan,Volume,2021FY,Number of cases,"10,057"
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,% meeting benchmark,2021FY,Proportion,91
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,50thpercentile,2021FY,Hours,18
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,90thpercentile,2021FY,Hours,47
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,Volume,2021FY,Number of cases,145
Provincial,Prince Edward Island,Hip Replacement,% meeting benchmark,2021FY,Proportion,59
Provincial,Prince Edward Island,Hip Replacement,50thpercentile,2021FY,Days,148
Provincial,Prince Edward Island,Hip Replacement,90thpercentile,2021FY,Days,405
Provincial,Prince Edward Island,Hip Replacement,Volume,2021FY,Number of cases,273
Provincial,Prince Edward Island,Knee Replacement,% meeting benchmark,2021FY,Proportion,53
Provincial,Prince Edward Island,Knee Replacement,50thpercentile,2021FY,Days,169
Provincial,Prince Edward Island,Knee Replacement,90thpercentile,2021FY,Days,439
Provincial,Prince Edward Island,Knee Replacement,Volume,2021FY,Number of cases,506
Provincial,Prince Edward Island,Lung Cancer Surgery,50thpercentile,2021FY,Days,n/a
Provincial,Prince Edward Island,Lung Cancer Surgery,90thpercentile,2021FY,Days,n/a
Provincial,Prince Edward Island,Lung Cancer Surgery,Volume,2021FY,Number of cases,n/a
Provincial,Prince Edward Island,MRI Scan,50thpercentile,2021FY,Days,31
Provincial,Prince Edward Island,MRI Scan,90thpercentile,2021FY,Days,213
Provincial,Prince Edward Island,MRI Scan,Volume,2021FY,Number of cases,"4,594"
Provincial,Prince Edward Island,Prostate Cancer Surgery,50thpercentile,2021FY,Days,n/a
Provincial,Prince Edward Island,Prostate Cancer Surgery,90thpercentile,2021FY,Days,n/a
Provincial,Prince Edward Island,Prostate Cancer Surgery,Volume,2021FY,Number of cases,n/a
Provincial,Prince Edward Island,Radiation Therapy,% meeting benchmark,2021FY,Proportion,98
Provincial,Prince Edward Island,Radiation Therapy,50thpercentile,2021FY,Days,11
Provincial,Prince Edward Island,Radiation Therapy,90thpercentile,2021FY,Days,20
Provincial,Prince Edward Island,Radiation Therapy,Volume,2021FY,Number of cases,528
Provincial,Quebec,Bladder Cancer Surgery,50thpercentile,2021FY,Days,27
Provincial,Quebec,Bladder Cancer Surgery,90thpercentile,2021FY,Days,57
Provincial,Quebec,Bladder Cancer Surgery,Volume,2021FY,Number of cases,"7,571"
Provincial,Quebec,Breast Cancer Surgery,50thpercentile,2021FY,Days,22
Provincial,Quebec,Breast Cancer Surgery,90thpercentile,2021FY,Days,46
Provincial,Quebec,Breast Cancer Surgery,Volume,2021FY,Number of cases,"8,141"
Provincial,Quebec,CABG,50thpercentile,2021FY,Days,n/a
Provincial,Quebec,CABG,90thpercentile,2021FY,Days,n/a
Provincial,Quebec,CABG,Volume,2021FY,Number of cases,n/a
Provincial,Quebec,Cataract Surgery,% meeting benchmark,2021FY,Proportion,69
