reporting_level,province/territory,region,indicator,metric,data_year,unit_of_measurement,indicator_result,unnamed:_8,unnamed:_9,unnamed:_10,unnamed:_11,unnamed:_12,unnamed:_13,unnamed:_14,unnamed:_15,unnamed:_16,unnamed:_17,unnamed:_18,unnamed:_19,unnamed:_20,unnamed:_21,unnamed:_22,unnamed:_23,unnamed:_24,unnamed:_25,unnamed:_26,unnamed:_27
Provincial,Prince Edward Island,,CT Scan,90th percentile,,Days,130.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,CT Scan,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,% meeting benchmark,,Proportion,91.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,50th percentile,,Hours,15.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,90th percentile,,Hours,46.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,Volume,,Number of cases,183.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Replacement,% meeting benchmark,,Proportion,48.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Replacement,50th percentile,,Days,191.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Replacement,90th percentile,,Days,582.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Replacement,Volume,,Number of cases,193.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Knee Replacement,% meeting benchmark,,Proportion,35.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Knee Replacement,50th percentile,,Days,224.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Knee Replacement,90th percentile,,Days,549.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Knee Replacement,Volume,,Number of cases,336.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Lung Cancer Surgery,50th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Lung Cancer Surgery,90th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Lung Cancer Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,MRI Scan,50th percentile,,Days,41.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,MRI Scan,90th percentile,,Days,268.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,MRI Scan,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Prostate Cancer Surgery,50th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Prostate Cancer Surgery,90th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Prostate Cancer Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Radiation Therapy,% meeting benchmark,,Proportion,96.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Radiation Therapy,50th percentile,,Days,13.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Radiation Therapy,90th percentile,,Days,24.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Radiation Therapy,Volume,,Number of cases,527.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Bladder Cancer Surgery,50th percentile,,Days,29.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Bladder Cancer Surgery,90th percentile,,Days,62.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Bladder Cancer Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Breast Cancer Surgery,50th percentile,,Days,24.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Breast Cancer Surgery,90th percentile,,Days,50.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Breast Cancer Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,CABG,50th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,CABG,90th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,CABG,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Cataract Surgery,% meeting benchmark,,Proportion,68.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Cataract Surgery,50th percentile,,Days,64.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Cataract Surgery,90th percentile,,Days,238.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Cataract Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Colorectal Cancer Surgery,50th percentile,,Days,24.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Colorectal Cancer Surgery,90th percentile,,Days,50.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Colorectal Cancer Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,CT Scan,50th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,CT Scan,90th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,CT Scan,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Hip Replacement,% meeting benchmark,,Proportion,46.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Hip Replacement,50th percentile,,Days,201.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Hip Replacement,90th percentile,,Days,472.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Hip Replacement,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Knee Replacement,% meeting benchmark,,Proportion,34.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Knee Replacement,50th percentile,,Days,262.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Knee Replacement,90th percentile,,Days,583.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Knee Replacement,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Lung Cancer Surgery,50th percentile,,Days,27.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Lung Cancer Surgery,90th percentile,,Days,59.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Lung Cancer Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,MRI Scan,50th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,MRI Scan,90th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,MRI Scan,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Prostate Cancer Surgery,50th percentile,,Days,43.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Prostate Cancer Surgery,90th percentile,,Days,87.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Prostate Cancer Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Radiation Therapy,% meeting benchmark,,Proportion,98.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Radiation Therapy,50th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Radiation Therapy,90th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Radiation Therapy,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,Bladder Cancer Surgery,50th percentile,,Days,15.0,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,Bladder Cancer Surgery,90th percentile,,Days,33.0,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,Bladder Cancer Surgery,Volume,,Number of cases,629.0,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,Breast Cancer Surgery,50th percentile,,Days,22.0,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,Breast Cancer Surgery,90th percentile,,Days,51.0,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,Breast Cancer Surgery,Volume,,Number of cases,960.0,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,CABG,50th percentile,,Days,6.0,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,CABG,90th percentile,,Days,42.0,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,CABG,Volume,,Number of cases,308.0,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,Cataract Surgery,% meeting benchmark,,Proportion,65.0,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,Cataract Surgery,50th percentile,,Days,76.0,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,Cataract Surgery,90th percentile,,Days,253.0,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,Cataract Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,Colorectal Cancer Surgery,50th percentile,,Days,21.0,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,Colorectal Cancer Surgery,90th percentile,,Days,49.0,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,Colorectal Cancer Surgery,Volume,,Number of cases,368.0,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,CT Scan,50th percentile,,Days,25.0,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,CT Scan,90th percentile,,Days,129.0,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,CT Scan,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,Hip Replacement,% meeting benchmark,,Proportion,36.0,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,Hip Replacement,50th percentile,,Days,285.0,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,Hip Replacement,90th percentile,,Days,716.0,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,Hip Replacement,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,Knee Replacement,% meeting benchmark,,Proportion,24.0,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,Knee Replacement,50th percentile,,Days,458.0,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,Knee Replacement,90th percentile,,Days,817.0,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,Knee Replacement,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,Lung Cancer Surgery,50th percentile,,Days,19.0,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,Lung Cancer Surgery,90th percentile,,Days,40.0,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,Lung Cancer Surgery,Volume,,Number of cases,126.0,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,MRI Scan,50th percentile,,Days,42.0,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,MRI Scan,90th percentile,,Days,203.0,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,MRI Scan,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,Prostate Cancer Surgery,50th percentile,,Days,50.0,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,Prostate Cancer Surgery,90th percentile,,Days,140.0,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,Prostate Cancer Surgery,Volume,,Number of cases,222.0,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,Radiation Therapy,% meeting benchmark,,Proportion,98.0,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,Radiation Therapy,50th percentile,,Days,8.0,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,Radiation Therapy,90th percentile,,Days,20.0,,,,,,,,,,,,,,,,,,,,
Provincial,Saskatchewan,,Radiation Therapy,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
National,Canada,,Bladder Cancer Surgery,50th percentile,,Days,27.0,,,,,,,,,,,,,,,,,,,,
National,Canada,,Bladder Cancer Surgery,90th percentile,,Days,69.0,,,,,,,,,,,,,,,,,,,,
National,Canada,,Bladder Cancer Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
National,Canada,,Breast Cancer Surgery,50th percentile,,Days,22.0,,,,,,,,,,,,,,,,,,,,
National,Canada,,Breast Cancer Surgery,90th percentile,,Days,45.0,,,,,,,,,,,,,,,,,,,,
National,Canada,,Breast Cancer Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
National,Canada,,CABG,50th percentile,,Days,9.0,,,,,,,,,,,,,,,,,,,,
National,Canada,,CABG,90th percentile,,Days,82.0,,,,,,,,,,,,,,,,,,,,
National,Canada,,CABG,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
National,Canada,,Cataract Surgery,% meeting benchmark,,Proportion,67.0,,,,,,,,,,,,,,,,,,,,
National,Canada,,Cataract Surgery,50th percentile,,Days,70.0,,,,,,,,,,,,,,,,,,,,
National,Canada,,Cataract Surgery,90th percentile,,Days,265.0,,,,,,,,,,,,,,,,,,,,
National,Canada,,Cataract Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
National,Canada,,Colorectal Cancer Surgery,50th percentile,,Days,22.0,,,,,,,,,,,,,,,,,,,,
National,Canada,,Colorectal Cancer Surgery,90th percentile,,Days,49.0,,,,,,,,,,,,,,,,,,,,
National,Canada,,Colorectal Cancer Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
National,Canada,,CT Scan,50th percentile,,Days,15.0,,,,,,,,,,,,,,,,,,,,
National,Canada,,CT Scan,90th percentile,,Days,101.0,,,,,,,,,,,,,,,,,,,,
National,Canada,,CT Scan,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
National,Canada,,Hip Replacement,% meeting benchmark,,Proportion,59.0,,,,,,,,,,,,,,,,,,,,
National,Canada,,Hip Replacement,50th percentile,,Days,159.0,,,,,,,,,,,,,,,,,,,,
National,Canada,,Hip Replacement,90th percentile,,Days,415.0,,,,,,,,,,,,,,,,,,,,
National,Canada,,Hip Replacement,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
National,Canada,,Knee Replacement,% meeting benchmark,,Proportion,52.0,,,,,,,,,,,,,,,,,,,,
National,Canada,,Knee Replacement,50th percentile,,Days,194.0,,,,,,,,,,,,,,,,,,,,
National,Canada,,Knee Replacement,90th percentile,,Days,479.0,,,,,,,,,,,,,,,,,,,,
National,Canada,,Knee Replacement,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
National,Canada,,Lung Cancer Surgery,50th percentile,,Days,25.0,,,,,,,,,,,,,,,,,,,,
National,Canada,,Lung Cancer Surgery,90th percentile,,Days,57.0,,,,,,,,,,,,,,,,,,,,
National,Canada,,Lung Cancer Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
National,Canada,,MRI Scan,50th percentile,,Days,43.0,,,,,,,,,,,,,,,,,,,,
National,Canada,,MRI Scan,90th percentile,,Days,162.0,,,,,,,,,,,,,,,,,,,,
National,Canada,,MRI Scan,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
National,Canada,,Prostate Cancer Surgery,50th percentile,,Days,52.0,,,,,,,,,,,,,,,,,,,,
National,Canada,,Prostate Cancer Surgery,90th percentile,,Days,123.0,,,,,,,,,,,,,,,,,,,,
National,Canada,,Prostate Cancer Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
National,Canada,,Radiation Therapy,% meeting benchmark,,Proportion,96.0,,,,,,,,,,,,,,,,,,,,
National,Canada,,Radiation Therapy,50th percentile,,Days,11.0,,,,,,,,,,,,,,,,,,,,
National,Canada,,Radiation Therapy,90th percentile,,Days,23.0,,,,,,,,,,,,,,,,,,,,
National,Canada,,Radiation Therapy,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,Bladder Cancer Surgery,50th percentile,,Days,30.0,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,Bladder Cancer Surgery,90th percentile,,Days,75.0,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,Bladder Cancer Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,Breast Cancer Surgery,50th percentile,,Days,21.0,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,Breast Cancer Surgery,90th percentile,,Days,41.0,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,Breast Cancer Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,CABG,50th percentile,,Days,7.0,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,CABG,90th percentile,,Days,67.0,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,CABG,Volume,,Number of cases,477.0,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,Cataract Surgery,% meeting benchmark,,Proportion,64.0,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,Cataract Surgery,50th percentile,,Days,77.0,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,Cataract Surgery,90th percentile,,Days,241.0,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,Cataract Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,Colorectal Cancer Surgery,50th percentile,,Days,27.0,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,Colorectal Cancer Surgery,90th percentile,,Days,70.0,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,Colorectal Cancer Surgery,Volume,,Number of cases,715.0,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,CT Scan,50th percentile,,Days,25.0,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,CT Scan,90th percentile,,Days,110.0,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,CT Scan,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,Hip Replacement,% meeting benchmark,,Proportion,48.0,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,Hip Replacement,50th percentile,,Days,197.0,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,Hip Replacement,90th percentile,,Days,505.0,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,Hip Replacement,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,Knee Replacement,% meeting benchmark,,Proportion,37.0,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,Knee Replacement,50th percentile,,Days,285.0,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,Knee Replacement,90th percentile,,Days,610.0,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,Knee Replacement,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,Lung Cancer Surgery,50th percentile,,Days,31.0,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,Lung Cancer Surgery,90th percentile,,Days,80.0,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,Lung Cancer Surgery,Volume,,Number of cases,411.0,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,MRI Scan,50th percentile,,Days,61.0,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,MRI Scan,90th percentile,,Days,188.0,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,MRI Scan,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,Prostate Cancer Surgery,50th percentile,,Days,74.0,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,Prostate Cancer Surgery,90th percentile,,Days,164.0,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,Prostate Cancer Surgery,Volume,,Number of cases,530.0,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,Radiation Therapy,% meeting benchmark,,Proportion,93.0,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,Radiation Therapy,50th percentile,,Days,10.0,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,Radiation Therapy,90th percentile,,Days,22.0,,,,,,,,,,,,,,,,,,,,
Provincial,Alberta,,Radiation Therapy,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,Bladder Cancer Surgery,50th percentile,,Days,25.0,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,Bladder Cancer Surgery,90th percentile,,Days,60.0,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,Bladder Cancer Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,Breast Cancer Surgery,50th percentile,,Days,20.0,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,Breast Cancer Surgery,90th percentile,,Days,47.0,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,Breast Cancer Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,CABG,50th percentile,,Days,9.0,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,CABG,90th percentile,,Days,101.0,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,CABG,Volume,,Number of cases,973.0,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,Cataract Surgery,% meeting benchmark,,Proportion,81.0,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,Cataract Surgery,50th percentile,,Days,44.0,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,Cataract Surgery,90th percentile,,Days,161.0,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,Cataract Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,Colorectal Cancer Surgery,50th percentile,,Days,20.0,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,Colorectal Cancer Surgery,90th percentile,,Days,46.0,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,Colorectal Cancer Surgery,Volume,,Number of cases,936.0,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,CT Scan,50th percentile,,Days,24.0,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,CT Scan,90th percentile,,Days,157.0,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,CT Scan,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,Hip Replacement,% meeting benchmark,,Proportion,62.0,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,Hip Replacement,50th percentile,,Days,140.0,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,Hip Replacement,90th percentile,,Days,332.0,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,Hip Replacement,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,Knee Replacement,% meeting benchmark,,Proportion,57.0,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,Knee Replacement,50th percentile,,Days,158.0,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,Knee Replacement,90th percentile,,Days,409.0,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,Knee Replacement,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,Lung Cancer Surgery,50th percentile,,Days,21.0,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,Lung Cancer Surgery,90th percentile,,Days,69.0,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,Lung Cancer Surgery,Volume,,Number of cases,520.0,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,MRI Scan,50th percentile,,Days,58.0,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,MRI Scan,90th percentile,,Days,152.0,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,MRI Scan,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,Prostate Cancer Surgery,50th percentile,,Days,42.0,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,Prostate Cancer Surgery,90th percentile,,Days,123.0,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,Prostate Cancer Surgery,Volume,,Number of cases,534.0,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,Radiation Therapy,% meeting benchmark,,Proportion,83.0,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,Radiation Therapy,50th percentile,,Days,15.0,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,Radiation Therapy,90th percentile,,Days,35.0,,,,,,,,,,,,,,,,,,,,
Provincial,British Columbia,,Radiation Therapy,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,Bladder Cancer Surgery,50th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,Bladder Cancer Surgery,90th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,Bladder Cancer Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,Breast Cancer Surgery,50th percentile,,Days,29.0,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,Breast Cancer Surgery,90th percentile,,Days,76.0,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,Breast Cancer Surgery,Volume,,Number of cases,344.0,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,CABG,50th percentile,,Days,13.0,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,CABG,90th percentile,,Days,95.0,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,CABG,Volume,,Number of cases,212.0,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,Cataract Surgery,% meeting benchmark,,Proportion,62.0,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,Cataract Surgery,50th percentile,,Days,75.0,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,Cataract Surgery,90th percentile,,Days,445.0,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,Cataract Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,Colorectal Cancer Surgery,50th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,Colorectal Cancer Surgery,90th percentile,,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,Colorectal Cancer Surgery,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,CT Scan,50th percentile,,Days,37.0,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,CT Scan,90th percentile,,Days,122.0,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,CT Scan,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,Hip Replacement,% meeting benchmark,,Proportion,52.0,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,Hip Replacement,50th percentile,,Days,174.0,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,Hip Replacement,90th percentile,,Days,534.0,,,,,,,,,,,,,,,,,,,,
Provincial,Manitoba,,Hip Replacement,Volume,,Number of cases,,,,,,,,,,,,,,,,,,,,,
